Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-eqdz,branch-m64g,branch-jfu9,branch-n4qm,branch-vz7v,randomiser-q5z8,branch-gyqg,branch-lrfh,checkpoint-pq3t,checkpoint-p1b9,branch-pusb,Manipulation: Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,answer
5,1765584129365,13/12/2025 00:02:09,1765584130572,-5,12/12/2025 19:02:10,250842,10,task-24zw,,51379092,676c45d92368330a2c254895,14743243,,complete,,693e444fa634b66245dfc0a7,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x551,day1done,,,Sound check - speakers,17,day1done,attention_pass,audio-Success,,,A,,,,,eligible,soundCheck,soundCheck,2,1,1,Screen 1,typeword,response_text_entry,20573.900000000373,,octopus,1,1,,,,,,,volumeAdjustment,octopus
6,1765584144390,13/12/2025 00:02:24,1765584145620,-5,12/12/2025 19:02:25,250842,10,task-24zw,,51379092,676c45d92368330a2c254895,14743243,,complete,,693e444fa634b66245dfc0a7,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x551,day1done,,,Sound check - speakers,17,day1done,attention_pass,audio-Success,,,A,,,,,eligible,soundCheck,soundCheck,3,1,1,Screen 1,advancementZone,continue_button,15003.700000000186,,,0,,,,,,,,autoplay,chocolate
7,1765584154691,13/12/2025 00:02:34,1765584155916,-5,12/12/2025 19:02:35,250842,10,task-24zw,,51379092,676c45d92368330a2c254895,14743243,,complete,,693e444fa634b66245dfc0a7,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x551,day1done,,,Sound check - speakers,17,day1done,attention_pass,audio-Success,,,A,,,,,eligible,soundCheck,soundCheck,3,1,2,Screen 2,Zone1,response_text_entry,10283.900000000373,,chocolate,1,1,,,,,,,autoplay,chocolate
8,1765584154831,13/12/2025 00:02:34,1765584155924,-5,12/12/2025 19:02:35,250842,10,task-24zw,,51379092,676c45d92368330a2c254895,14743243,,complete,,693e444fa634b66245dfc0a7,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x551,day1done,,,Sound check - speakers,17,day1done,attention_pass,audio-Success,,,A,,,,,eligible,soundCheck,,,END TASK,,,,,61841,,,,,,,,,,,,
1,1765584750381,13/12/2025 00:12:30,1765584750184,-5,12/12/2025 19:12:30,250842,10,task-24zw,,51379178,670420d4f05d7af4f85651e4,14743257,,complete,,693caf625f0c8949d9f1162b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1728x1117,1728x873,day1done,,,Sound check - speakers,17,,,audio-Success,,,B,attention_pass,,day1done,,eligible,soundCheck,,,BEGIN TASK,,,,,,,,,,,,,,,,,
2,1765584756836,13/12/2025 00:12:36,1765584756665,-5,12/12/2025 19:12:36,250842,10,task-24zw,,51379178,670420d4f05d7af4f85651e4,14743257,,complete,,693caf625f0c8949d9f1162b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1728x1117,1728x873,day1done,,,Sound check - speakers,17,,,audio-Success,,,B,attention_pass,,day1done,,eligible,soundCheck,soundCheck,1,1,1,Screen 1,advancementZone,continue_button,6453.100000023842,,,0,,,,,,,,soundCheckInstructions,
3,1765584763308,13/12/2025 00:12:43,1765584763154,-5,12/12/2025 19:12:43,250842,10,task-24zw,,51379178,670420d4f05d7af4f85651e4,14743257,,complete,,693caf625f0c8949d9f1162b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1728x1117,1728x873,day1done,,,Sound check - speakers,17,,,audio-Success,,,B,attention_pass,,day1done,,eligible,soundCheck,soundCheck,2,1,1,Screen 1,audiofile,content_audio,6480.600000023842,,AUDIO STARTED,1,,,,,,,,volumeAdjustment,octopus
4,1765584768972,13/12/2025 00:12:48,1765584768809,-5,12/12/2025 19:12:48,250842,10,task-24zw,,51379178,670420d4f05d7af4f85651e4,14743257,,complete,,693caf625f0c8949d9f1162b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1728x1117,1728x873,day1done,,,Sound check - speakers,17,,,audio-Success,,,B,attention_pass,,day1done,,eligible,soundCheck,soundCheck,2,1,1,Screen 1,audiofile,content_audio,12135.900000035763,,AUDIO STARTED,2,,,,,,,,volumeAdjustment,octopus
5,1765584770930,13/12/2025 00:12:50,1765584770778,-5,12/12/2025 19:12:50,250842,10,task-24zw,,51379178,670420d4f05d7af4f85651e4,14743257,,complete,,693caf625f0c8949d9f1162b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1728x1117,1728x873,day1done,,,Sound check - speakers,17,,,audio-Success,,,B,attention_pass,,day1done,,eligible,soundCheck,soundCheck,2,1,1,Screen 1,audiofile,content_audio,14104.300000011921,,AUDIO STARTED,3,,,,,,,,volumeAdjustment,octopus
6,1765584778288,13/12/2025 00:12:58,1765584778133,-5,12/12/2025 19:12:58,250842,10,task-24zw,,51379178,670420d4f05d7af4f85651e4,14743257,,complete,,693caf625f0c8949d9f1162b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1728x1117,1728x873,day1done,,,Sound check - speakers,17,,,audio-Success,,,B,attention_pass,,day1done,,eligible,soundCheck,soundCheck,2,1,1,Screen 1,typeword,response_text_entry,21456.900000035763,,Octopus ,1,1,,,,,,,volumeAdjustment,octopus
7,1765584787813,13/12/2025 00:13:07,1765584787652,-5,12/12/2025 19:13:07,250842,10,task-24zw,,51379178,670420d4f05d7af4f85651e4,14743257,,complete,,693caf625f0c8949d9f1162b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1728x1117,1728x873,day1done,,,Sound check - speakers,17,,,audio-Success,,,B,attention_pass,,day1done,,eligible,soundCheck,soundCheck,3,1,1,Screen 1,advancementZone,continue_button,9512.399999976158,,,0,,,,,,,,autoplay,chocolate
8,1765584822283,13/12/2025 00:13:42,1765584822140,-5,12/12/2025 19:13:42,250842,10,task-24zw,,51379178,670420d4f05d7af4f85651e4,14743257,,complete,,693caf625f0c8949d9f1162b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1728x1117,1728x873,day1done,,,Sound check - speakers,17,,,audio-Success,,,B,attention_pass,,day1done,,eligible,soundCheck,soundCheck,3,1,2,Screen 2,Zone1,response_text_entry,34479.89999997616,,Chocolate ,1,1,,,,,,,autoplay,chocolate
9,1765584822559,13/12/2025 00:13:42,1765584822143,-5,12/12/2025 19:13:42,250842,10,task-24zw,,51379178,670420d4f05d7af4f85651e4,14743257,,complete,,693caf625f0c8949d9f1162b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1728x1117,1728x873,day1done,,,Sound check - speakers,17,,,audio-Success,,,B,attention_pass,,day1done,,eligible,soundCheck,,,END TASK,,,,,71959,,,,,,,,,,,,
1,1765586420294,13/12/2025 00:40:20,1765586415180,-6,12/12/2025 18:40:15,250842,10,task-24zw,,51379338,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Sound check - speakers,17,,,audio-Success,,,C,,attention_pass,,day1done,eligible,soundCheck,,,BEGIN TASK,,,,,,,,,,,,,,,,,
2,1765586578301,13/12/2025 00:42:58,1765586573242,-6,12/12/2025 18:42:53,250842,10,task-24zw,,51379338,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Sound check - speakers,17,,,audio-Success,,,C,,attention_pass,,day1done,eligible,soundCheck,soundCheck,1,1,1,Screen 1,advancementZone,continue_button,157961.69999980927,,,0,,,,,,,,soundCheckInstructions,
3,1765586580049,13/12/2025 00:43:00,1765586574987,-6,12/12/2025 18:42:54,250842,10,task-24zw,,51379338,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Sound check - speakers,17,,,audio-Success,,,C,,attention_pass,,day1done,eligible,soundCheck,soundCheck,2,1,1,Screen 1,audiofile,content_audio,1732.7000000476837,,AUDIO STARTED,1,,,,,,,,volumeAdjustment,octopus
4,1765586583750,13/12/2025 00:43:03,1765586578697,-6,12/12/2025 18:42:58,250842,10,task-24zw,,51379338,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Sound check - speakers,17,,,audio-Success,,,C,,attention_pass,,day1done,eligible,soundCheck,soundCheck,2,1,1,Screen 1,audiofile,content_audio,5442.5,,AUDIO STARTED,2,,,,,,,,volumeAdjustment,octopus
5,1765586588886,13/12/2025 00:43:08,1765586583816,-6,12/12/2025 18:43:03,250842,10,task-24zw,,51379338,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Sound check - speakers,17,,,audio-Success,,,C,,attention_pass,,day1done,eligible,soundCheck,soundCheck,2,1,1,Screen 1,typeword,response_text_entry,10557.700000047684,,octopus,1,1,,,,,,,volumeAdjustment,octopus
6,1765586594485,13/12/2025 00:43:14,1765586589429,-6,12/12/2025 18:43:09,250842,10,task-24zw,,51379338,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Sound check - speakers,17,,,audio-Success,,,C,,attention_pass,,day1done,eligible,soundCheck,soundCheck,3,1,1,Screen 1,advancementZone,continue_button,5599.400000095367,,,0,,,,,,,,autoplay,chocolate
7,1765586602769,13/12/2025 00:43:22,1765586597717,-6,12/12/2025 18:43:17,250842,10,task-24zw,,51379338,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Sound check - speakers,17,,,audio-Success,,,C,,attention_pass,,day1done,eligible,soundCheck,soundCheck,3,1,2,Screen 2,Zone1,response_text_entry,8281.099999904633,,chocolate,1,1,,,,,,,autoplay,chocolate
8,1765586602897,13/12/2025 00:43:22,1765586597721,-6,12/12/2025 18:43:17,250842,10,task-24zw,,51379338,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Sound check - speakers,17,,,audio-Success,,,C,,attention_pass,,day1done,eligible,soundCheck,,,END TASK,,,,,182541,,,,,,,,,,,,
1,1765585483052,13/12/2025 00:24:43,1765585484068,-8,12/12/2025 16:24:44,250842,10,task-24zw,,51379258,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Sound check - speakers,17,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,soundCheck,,,BEGIN TASK,,,,,,,,,,,,,,,,,
2,1765585544987,13/12/2025 00:25:44,1765585546062,-8,12/12/2025 16:25:46,250842,10,task-24zw,,51379258,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Sound check - speakers,17,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,soundCheck,soundCheck,1,1,1,Screen 1,advancementZone,continue_button,61969.799999952316,,,0,,,,,,,,soundCheckInstructions,
3,1765585546739,13/12/2025 00:25:46,1765585547811,-8,12/12/2025 16:25:47,250842,10,task-24zw,,51379258,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Sound check - speakers,17,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,soundCheck,soundCheck,2,1,1,Screen 1,audiofile,content_audio,1737,,AUDIO STARTED,1,,,,,,,,volumeAdjustment,octopus
4,1765585556436,13/12/2025 00:25:56,1765585557508,-8,12/12/2025 16:25:57,250842,10,task-24zw,,51379258,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Sound check - speakers,17,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,soundCheck,soundCheck,2,1,1,Screen 1,audiofile,content_audio,11434.599999904633,,AUDIO STARTED,2,,,,,,,,volumeAdjustment,octopus
5,1765585568617,13/12/2025 00:26:08,1765585569702,-8,12/12/2025 16:26:09,250842,10,task-24zw,,51379258,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Sound check - speakers,17,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,soundCheck,soundCheck,2,1,1,Screen 1,typeword,response_text_entry,23627.099999904633,,octopus,1,1,,,,,,,volumeAdjustment,octopus
6,1765585646742,13/12/2025 00:27:26,1765585647826,-8,12/12/2025 16:27:27,250842,10,task-24zw,,51379258,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Sound check - speakers,17,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,soundCheck,soundCheck,3,1,1,Screen 1,advancementZone,continue_button,78119.60000014305,,,0,,,,,,,,autoplay,chocolate
7,1765585663734,13/12/2025 00:27:43,1765585664739,-8,12/12/2025 16:27:44,250842,10,task-24zw,,51379258,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Sound check - speakers,17,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,soundCheck,soundCheck,3,1,2,Screen 2,Zone1,response_text_entry,11217.300000190735,,rabbit,1,,,,,,,,autoplay,chocolate
8,1765585663913,13/12/2025 00:27:43,1765585664744,-8,12/12/2025 16:27:44,250842,10,task-24zw,,51379258,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Sound check - speakers,17,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,soundCheck,,,END TASK,,,,,180676,,,,,,,,,,,,
1,1765587631027,13/12/2025 01:00:31,1765587630000,-6,12/12/2025 19:00:30,250842,10,task-24zw,,51379419,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Sound check - speakers,17,,,audio-Success,,,B,attention_pass,,day1done,,eligible,soundCheck,,,BEGIN TASK,,,,,,,,,,,,,,,,,
2,1765587634360,13/12/2025 01:00:34,1765587633373,-6,12/12/2025 19:00:33,250842,10,task-24zw,,51379419,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Sound check - speakers,17,,,audio-Success,,,B,attention_pass,,day1done,,eligible,soundCheck,soundCheck,1,1,1,Screen 1,advancementZone,continue_button,3347.5999999996275,,,0,,,,,,,,soundCheckInstructions,
3,1765587638411,13/12/2025 01:00:38,1765587637383,-6,12/12/2025 19:00:37,250842,10,task-24zw,,51379419,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Sound check - speakers,17,,,audio-Success,,,B,attention_pass,,day1done,,eligible,soundCheck,soundCheck,2,1,1,Screen 1,audiofile,content_audio,3998.9000000003725,,AUDIO STARTED,1,,,,,,,,volumeAdjustment,octopus
4,1765587644938,13/12/2025 01:00:44,1765587643944,-6,12/12/2025 19:00:43,250842,10,task-24zw,,51379419,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Sound check - speakers,17,,,audio-Success,,,B,attention_pass,,day1done,,eligible,soundCheck,soundCheck,2,1,1,Screen 1,typeword,response_text_entry,10557.5,,octopus,1,1,,,,,,,volumeAdjustment,octopus
5,1765587652533,13/12/2025 01:00:52,1765587651541,-6,12/12/2025 19:00:51,250842,10,task-24zw,,51379419,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Sound check - speakers,17,,,audio-Success,,,B,attention_pass,,day1done,,eligible,soundCheck,soundCheck,3,1,1,Screen 1,advancementZone,continue_button,7591.9000000003725,,,0,,,,,,,,autoplay,chocolate
6,1765587656191,13/12/2025 01:00:56,1765587655181,-6,12/12/2025 19:00:55,250842,10,task-24zw,,51379419,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Sound check - speakers,17,,,audio-Success,,,B,attention_pass,,day1done,,eligible,soundCheck,soundCheck,3,1,2,Screen 2,Zone1,response_text_entry,3635.800000000745,,chocolate,1,1,,,,,,,autoplay,chocolate
7,1765587656326,13/12/2025 01:00:56,1765587655186,-6,12/12/2025 19:00:55,250842,10,task-24zw,,51379419,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Sound check - speakers,17,,,audio-Success,,,B,attention_pass,,day1done,,eligible,soundCheck,,,END TASK,,,,,25187,,,,,,,,,,,,
1,1765590135219,13/12/2025 01:42:15,1765590135581,-6,12/12/2025 19:42:15,250842,10,task-24zw,,51379603,663e3cebf22215cffd238d3e,14743375,,complete,,693cc4382422a7473104cf3d,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1280x800,1600x789,day1done,,,Sound check - speakers,17,day1done,attention_pass,audio-Success,,,A,,,,,eligible,soundCheck,,,BEGIN TASK,,,,,,,,,,,,,,,,,
2,1765590138324,13/12/2025 01:42:18,1765590138409,-6,12/12/2025 19:42:18,250842,10,task-24zw,,51379603,663e3cebf22215cffd238d3e,14743375,,complete,,693cc4382422a7473104cf3d,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1280x800,1600x789,day1done,,,Sound check - speakers,17,day1done,attention_pass,audio-Success,,,A,,,,,eligible,soundCheck,soundCheck,1,1,1,Screen 1,advancementZone,continue_button,2762.9000000059605,,,0,,,,,,,,soundCheckInstructions,
3,1765590142503,13/12/2025 01:42:22,1765590142937,-6,12/12/2025 19:42:22,250842,10,task-24zw,,51379603,663e3cebf22215cffd238d3e,14743375,,complete,,693cc4382422a7473104cf3d,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1280x800,1600x789,day1done,,,Sound check - speakers,17,day1done,attention_pass,audio-Success,,,A,,,,,eligible,soundCheck,soundCheck,2,1,1,Screen 1,audiofile,content_audio,4510.300000011921,,AUDIO STARTED,1,,,,,,,,volumeAdjustment,octopus
4,1765590152097,13/12/2025 01:42:32,1765590152217,-6,12/12/2025 19:42:32,250842,10,task-24zw,,51379603,663e3cebf22215cffd238d3e,14743375,,complete,,693cc4382422a7473104cf3d,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1280x800,1600x789,day1done,,,Sound check - speakers,17,day1done,attention_pass,audio-Success,,,A,,,,,eligible,soundCheck,soundCheck,2,1,1,Screen 1,typeword,response_text_entry,13788.100000023842,,octopus,1,1,,,,,,,volumeAdjustment,octopus
5,1765590156114,13/12/2025 01:42:36,1765590156573,-6,12/12/2025 19:42:36,250842,10,task-24zw,,51379603,663e3cebf22215cffd238d3e,14743375,,complete,,693cc4382422a7473104cf3d,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1280x800,1600x789,day1done,,,Sound check - speakers,17,day1done,attention_pass,audio-Success,,,A,,,,,eligible,soundCheck,soundCheck,3,1,1,Screen 1,advancementZone,continue_button,4349.399999976158,,,0,,,,,,,,autoplay,chocolate
6,1765590159397,13/12/2025 01:42:39,1765590159477,-6,12/12/2025 19:42:39,250842,10,task-24zw,,51379603,663e3cebf22215cffd238d3e,14743375,,complete,,693cc4382422a7473104cf3d,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1280x800,1600x789,day1done,,,Sound check - speakers,17,day1done,attention_pass,audio-Success,,,A,,,,,eligible,soundCheck,soundCheck,3,1,2,Screen 2,Zone1,response_text_entry,2896.0999999940395,,chocolate,1,1,,,,,,,autoplay,chocolate
7,1765590159571,13/12/2025 01:42:39,1765590159479,-6,12/12/2025 19:42:39,250842,10,task-24zw,,51379603,663e3cebf22215cffd238d3e,14743375,,complete,,693cc4382422a7473104cf3d,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1280x800,1600x789,day1done,,,Sound check - speakers,17,day1done,attention_pass,audio-Success,,,A,,,,,eligible,soundCheck,,,END TASK,,,,,23899,,,,,,,,,,,,
1,1765593273663,13/12/2025 02:34:33,1765593273427,-8,12/12/2025 18:34:33,250842,10,task-24zw,,51379795,5c7dcd11f066ff001568e56a,14743421,,complete,,693cd0a9517e37eb7dfe47ab,computer,Desktop or Laptop,Mac OS 10.15,Firefox 143.0,1470x956,1311x743,day1done,,,Sound check - speakers,17,,,audio-Success,,,B,attention_pass,,day1done,,eligible,soundCheck,,,BEGIN TASK,,,,,,,,,,,,,,,,,
2,1765593281260,13/12/2025 02:34:41,1765593281064,-8,12/12/2025 18:34:41,250842,10,task-24zw,,51379795,5c7dcd11f066ff001568e56a,14743421,,complete,,693cd0a9517e37eb7dfe47ab,computer,Desktop or Laptop,Mac OS 10.15,Firefox 143.0,1470x956,1311x743,day1done,,,Sound check - speakers,17,,,audio-Success,,,B,attention_pass,,day1done,,eligible,soundCheck,soundCheck,1,1,1,Screen 1,advancementZone,continue_button,7604,,,0,,,,,,,,soundCheckInstructions,
3,1765593283138,13/12/2025 02:34:43,1765593282946,-8,12/12/2025 18:34:42,250842,10,task-24zw,,51379795,5c7dcd11f066ff001568e56a,14743421,,complete,,693cd0a9517e37eb7dfe47ab,computer,Desktop or Laptop,Mac OS 10.15,Firefox 143.0,1470x956,1311x743,day1done,,,Sound check - speakers,17,,,audio-Success,,,B,attention_pass,,day1done,,eligible,soundCheck,soundCheck,2,1,1,Screen 1,audiofile,content_audio,1872,,AUDIO STARTED,1,,,,,,,,volumeAdjustment,octopus
4,1765593292949,13/12/2025 02:34:52,1765593292770,-8,12/12/2025 18:34:52,250842,10,task-24zw,,51379795,5c7dcd11f066ff001568e56a,14743421,,complete,,693cd0a9517e37eb7dfe47ab,computer,Desktop or Laptop,Mac OS 10.15,Firefox 143.0,1470x956,1311x743,day1done,,,Sound check - speakers,17,,,audio-Success,,,B,attention_pass,,day1done,,eligible,soundCheck,soundCheck,2,1,1,Screen 1,typeword,response_text_entry,11695,,octopus,1,1,,,,,,,volumeAdjustment,octopus
5,1765593298302,13/12/2025 02:34:58,1765593298112,-8,12/12/2025 18:34:58,250842,10,task-24zw,,51379795,5c7dcd11f066ff001568e56a,14743421,,complete,,693cd0a9517e37eb7dfe47ab,computer,Desktop or Laptop,Mac OS 10.15,Firefox 143.0,1470x956,1311x743,day1done,,,Sound check - speakers,17,,,audio-Success,,,B,attention_pass,,day1done,,eligible,soundCheck,soundCheck,3,1,1,Screen 1,advancementZone,continue_button,5337,,,0,,,,,,,,autoplay,chocolate
6,1765593305549,13/12/2025 02:35:05,1765593305334,-8,12/12/2025 18:35:05,250842,10,task-24zw,,51379795,5c7dcd11f066ff001568e56a,14743421,,complete,,693cd0a9517e37eb7dfe47ab,computer,Desktop or Laptop,Mac OS 10.15,Firefox 143.0,1470x956,1311x743,day1done,,,Sound check - speakers,17,,,audio-Success,,,B,attention_pass,,day1done,,eligible,soundCheck,soundCheck,3,1,2,Screen 2,Zone1,response_text_entry,7214,,chocolate,1,1,,,,,,,autoplay,chocolate
7,1765593305786,13/12/2025 02:35:05,1765593305337,-8,12/12/2025 18:35:05,250842,10,task-24zw,,51379795,5c7dcd11f066ff001568e56a,14743421,,complete,,693cd0a9517e37eb7dfe47ab,computer,Desktop or Laptop,Mac OS 10.15,Firefox 143.0,1470x956,1311x743,day1done,,,Sound check - speakers,17,,,audio-Success,,,B,attention_pass,,day1done,,eligible,soundCheck,,,END TASK,,,,,31910,,,,,,,,,,,,
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
